Id,CommandeRef,ProduitReference,Quantite,PrixUnitaire
21541,9754,SODIV-40471,1,3911
21542,9754,SODIV-40566,1,3757
21543,9755,SODIV-40473,1,3719
21544,9755,SODIV-40053,1,3003
21545,9756,SODIV-40140,1,2238
21546,9757,SODIV-40257,1,52
21547,9757,SODIV-40332,1,2724
21548,9757,SODIV-40044,1,3656
21549,9757,SODIV-40278,4,1536
21550,9758,SODIV-40588,2,1930
21551,9758,SODIV-40135,2,1721
21552,9758,SODIV-40655,1,3789
21553,9758,SODIV-40086,3,440
21554,9759,SODIV-40350,1,1121
21555,9760,SODIV-40634,3,1850
21556,9760,SODIV-40576,1,1648
21557,9761,SODIV-40537,1,2233
21558,9761,SODIV-40200,1,1063
21559,9761,SODIV-40145,4,3595
21560,9762,SODIV-40167,5,887
21561,9762,SODIV-40293,1,3612
21562,9763,SODIV-40239,1,1748
21563,9763,SODIV-40189,2,2945
21564,9763,SODIV-40418,4,1895
21565,9763,SODIV-40623,1,2861
21566,9764,SODIV-40169,2,1896
21567,9764,SODIV-40569,1,1998
21568,9764,SODIV-40669,4,3445
21569,9765,SODIV-40371,1,279
21570,9766,SODIV-40086,1,440
21571,9767,SODIV-40187,1,2378
21572,9767,SODIV-40330,1,3120
21573,9768,SODIV-40486,5,3555
21574,9768,SODIV-40148,1,2326
21575,9768,SODIV-40171,2,1001
21576,9768,SODIV-40139,1,3573
21577,9768,SODIV-40468,1,3062
21578,9769,SODIV-40359,1,3645
21579,9770,SODIV-40026,2,2420
21580,9770,SODIV-40560,1,3032
21581,9771,SODIV-40393,2,2534
21582,9771,SODIV-40163,2,1348
21583,9771,SODIV-40493,4,3874
21584,9772,SODIV-40241,1,3976
21585,9773,SODIV-40364,3,1783
21586,9773,SODIV-40394,1,1701
21587,9774,SODIV-40227,1,776
21588,9774,SODIV-40119,1,1294
21589,9775,SODIV-40271,5,1513
21590,9775,SODIV-40326,1,278
21591,9776,SODIV-40258,2,1293
21592,9776,SODIV-40058,1,2573
21593,9776,SODIV-40245,4,1361
21594,9777,SODIV-40071,1,2670
21595,9777,SODIV-40268,1,3245
21596,9777,SODIV-40291,1,3935
21597,9778,SODIV-40462,1,555
21598,9779,SODIV-40393,1,2534
21599,9779,SODIV-40587,1,2768
21600,9780,SODIV-40623,1,2861
21601,9780,SODIV-40139,1,3573
21602,9780,SODIV-40426,1,898
21603,9780,SODIV-40136,4,3422
21604,9781,SODIV-40383,3,2867
21605,9781,SODIV-40177,1,1922
21606,9781,SODIV-40361,5,2140
21607,9781,SODIV-40230,3,2308
21608,9781,SODIV-40416,1,2850
21609,9782,SODIV-40393,1,2534
21610,9783,SODIV-40454,1,182
21611,9784,SODIV-40558,3,2625
21612,9784,SODIV-40386,1,1830
21613,9784,SODIV-40576,1,1648
21614,9785,SODIV-40185,1,2079
21615,9785,SODIV-40510,1,1487
21616,9786,SODIV-40458,1,2717
21617,9786,SODIV-40382,1,2434
21618,9787,SODIV-40050,10,1205
21619,9788,SODIV-40011,2,3386
21620,9788,SODIV-40313,1,148
21621,9788,SODIV-40507,1,1003
21622,9789,SODIV-40114,1,3622
21623,9790,SODIV-40576,2,1648
21624,9791,SODIV-40434,2,416
21625,9792,SODIV-40090,1,2825
21626,9793,SODIV-40453,1,3854
21627,9794,SODIV-40249,1,993
21628,9794,SODIV-40060,1,367
21629,9794,SODIV-40443,3,1364
21630,9794,SODIV-40500,2,2117
21631,9795,SODIV-40408,2,238
21632,9795,SODIV-40140,4,2238
21633,9796,SODIV-40653,5,1397
21634,9796,SODIV-40042,1,1726
21635,9796,SODIV-40059,1,2694
21636,9797,SODIV-40211,3,1016
21637,9797,SODIV-40142,1,1964
21638,9798,SODIV-40198,1,1724
21639,9799,SODIV-40585,5,1326
21640,9799,SODIV-40275,1,2153
21641,9799,SODIV-40656,1,1655
21642,9800,SODIV-40108,1,566
21643,9800,SODIV-40340,1,2437
21644,9800,SODIV-40180,1,2011
21645,9801,SODIV-40270,1,1089
21646,9802,SODIV-40239,1,1748
21647,9802,SODIV-40414,1,1290
21648,9802,SODIV-40321,4,3959
21649,9803,SODIV-40564,1,2336
21650,9803,SODIV-40458,3,2717
21651,9803,SODIV-40555,1,515
21652,9804,SODIV-40601,1,648
21653,9804,SODIV-40556,1,999
21654,9805,SODIV-40522,1,3757
21655,9805,SODIV-40197,2,1949
21656,9805,SODIV-40644,1,2202
21657,9805,SODIV-40440,1,1143
21658,9806,SODIV-40542,1,2620
21659,9806,SODIV-40155,1,2503
21660,9807,SODIV-40427,5,2725
21661,9807,SODIV-40302,1,2580
21662,9808,SODIV-40147,2,1618
21663,9808,SODIV-40193,4,1049
21664,9809,SODIV-40584,1,780
21665,9810,SODIV-40190,1,905
21666,9810,SODIV-40507,1,1003
21667,9811,SODIV-40584,1,780
21668,9811,SODIV-40036,1,362
21669,9812,SODIV-40026,1,2420
21670,9813,SODIV-40198,1,1724
21671,9813,SODIV-40110,3,2670
21672,9814,SODIV-40110,3,2670
21673,9814,SODIV-40135,4,1721
21674,9814,SODIV-40474,1,3861
21675,9815,SODIV-40660,1,1186
21676,9815,SODIV-40361,2,2140
21677,9816,SODIV-40082,1,2011
21678,9816,SODIV-40031,3,282
21679,9817,SODIV-40383,1,2867
21680,9818,SODIV-40062,4,3038
21681,9818,SODIV-40496,2,3331
21682,9819,SODIV-40094,10,3242
21683,9819,SODIV-40185,2,2079
21684,9819,SODIV-40479,1,659
21685,9820,SODIV-40654,1,3810
21686,9821,SODIV-40407,1,2781
21687,9822,SODIV-40590,1,2628
21688,9822,SODIV-40408,1,238
21689,9822,SODIV-40613,3,1434
21690,9822,SODIV-40414,1,1290
21691,9823,SODIV-40297,4,1899
21692,9823,SODIV-40309,4,2906
21693,9823,SODIV-40631,3,1630
21694,9823,SODIV-40476,1,1238
21695,9824,SODIV-40282,1,2550
21696,9824,SODIV-40658,2,1364
21697,9824,SODIV-40400,1,2261
21698,9824,SODIV-40114,2,3622
21699,9824,SODIV-40393,1,2534
21700,9825,SODIV-40208,1,660
21701,9826,SODIV-40291,1,3935
21702,9826,SODIV-40549,1,3199
21703,9827,SODIV-40162,1,1304
21704,9828,SODIV-40416,1,2850
21705,9829,SODIV-40165,2,2245
21706,9830,SODIV-40097,3,211
21707,9831,SODIV-40444,1,1081
21708,9831,SODIV-40210,3,3683
21709,9832,SODIV-40038,2,3780
21710,9833,SODIV-40614,1,3279
21711,9833,SODIV-40195,2,106
21712,9834,SODIV-40125,1,3904
21713,9834,SODIV-40576,1,1648
21714,9834,SODIV-40085,1,3974
21715,9834,SODIV-40626,1,2944
21716,9834,SODIV-40330,3,3120
21717,9835,SODIV-40105,1,800
21718,9835,SODIV-40143,1,1489
21719,9835,SODIV-40459,1,1850
21720,9836,SODIV-40637,10,609
21721,9836,SODIV-40170,3,1459
21722,9837,SODIV-40138,1,921
21723,9837,SODIV-40626,10,2944
21724,9837,SODIV-40089,1,961
21725,9838,SODIV-40517,1,1112
21726,9838,SODIV-40347,1,683
21727,9838,SODIV-40521,1,533
21728,9839,SODIV-40399,1,3771
21729,9839,SODIV-40085,2,3974
21730,9840,SODIV-40141,1,1475
21731,9841,SODIV-40343,3,3962
21732,9841,SODIV-40274,2,281
21733,9842,SODIV-40090,1,2825
21734,9842,SODIV-40307,1,1660
21735,9842,SODIV-40081,1,349
21736,9843,SODIV-40354,2,945
21737,9844,SODIV-40482,1,604
21738,9845,SODIV-40016,1,832
21739,9846,SODIV-40315,1,571
21740,9847,SODIV-40289,4,1523
21741,9847,SODIV-40448,1,3853
21742,9847,SODIV-40049,3,933
21743,9848,SODIV-40531,5,1024
21744,9848,SODIV-40004,3,602
21745,9849,SODIV-40391,1,3979
21746,9849,SODIV-40113,1,765
21747,9849,SODIV-40109,1,3406
21748,9850,SODIV-40249,2,993
21749,9850,SODIV-40512,1,3966
21750,9850,SODIV-40167,1,887
21751,9850,SODIV-40631,1,1630
21752,9850,SODIV-40033,1,3444
21753,9851,SODIV-40531,1,1024
21754,9851,SODIV-40587,2,2768
21755,9852,SODIV-40179,1,271
21756,9852,SODIV-40267,3,3444
21757,9852,SODIV-40604,10,3402
21758,9853,SODIV-40231,1,2041
21759,9854,SODIV-40154,1,2695
21760,9855,SODIV-40232,3,2539
21761,9855,SODIV-40385,3,2139
21762,9856,SODIV-40454,2,182
21763,9857,SODIV-40031,1,282
21764,9857,SODIV-40003,1,402
21765,9858,SODIV-40647,5,3759
21766,9859,SODIV-40442,1,575
21767,9859,SODIV-40016,1,832
21768,9860,SODIV-40325,1,1420
21769,9860,SODIV-40295,3,910
21770,9861,SODIV-40420,2,3358
21771,9862,SODIV-40164,5,3494
21772,9862,SODIV-40501,1,1854
21773,9862,SODIV-40327,1,1137
21774,9862,SODIV-40244,4,3147
21775,9863,SODIV-40639,1,1121
21776,9864,SODIV-40551,5,1593
21777,9864,SODIV-40125,1,3904
21778,9864,SODIV-40500,1,2117
21779,9864,SODIV-40255,1,858
21780,9865,SODIV-40295,2,910
21781,9865,SODIV-40086,2,440
21782,9865,SODIV-40017,1,706
21783,9865,SODIV-40008,1,2521
21784,9866,SODIV-40377,1,498
21785,9867,SODIV-40265,3,453
21786,9867,SODIV-40086,1,440
21787,9868,SODIV-40569,2,1998
21788,9868,SODIV-40523,10,594
21789,9869,SODIV-40569,4,1998
21790,9869,SODIV-40389,1,3336
21791,9869,SODIV-40046,1,2357
21792,9870,SODIV-40066,1,3166
21793,9871,SODIV-40494,2,3178
21794,9871,SODIV-40181,2,1654
21795,9871,SODIV-40396,2,2616
21796,9871,SODIV-40390,1,2123
21797,9871,SODIV-40069,1,3809
21798,9872,SODIV-40405,1,594
21799,9872,SODIV-40174,1,1669
21800,9873,SODIV-40582,5,1273
21801,9874,SODIV-40343,1,3962
21802,9875,SODIV-40515,5,1917
21803,9875,SODIV-40631,1,1630
21804,9876,SODIV-40449,1,3573
21805,9876,SODIV-40481,1,715
21806,9877,SODIV-40153,1,3202
21807,9877,SODIV-40225,1,2376
21808,9877,SODIV-40406,1,3313
21809,9878,SODIV-40485,1,1586
21810,9879,SODIV-40198,1,1724
21811,9880,SODIV-40643,1,720
21812,9880,SODIV-40063,1,2559
21813,9881,SODIV-40614,2,3279
21814,9881,SODIV-40269,3,2537
21815,9882,SODIV-40034,4,3642
21816,9883,SODIV-40127,1,1965
21817,9883,SODIV-40296,1,544
21818,9884,SODIV-40362,1,315
21819,9884,SODIV-40496,2,3331
21820,9885,SODIV-40320,2,1013
21821,9885,SODIV-40008,1,2521
21822,9885,SODIV-40586,1,3596
21823,9885,SODIV-40213,1,95
21824,9885,SODIV-40632,1,2928
21825,9886,SODIV-40280,2,607
21826,9886,SODIV-40203,1,2173
21827,9887,SODIV-40557,1,448
21828,9888,SODIV-40439,1,2618
21829,9888,SODIV-40153,4,3202
21830,9889,SODIV-40423,1,724
21831,9889,SODIV-40657,1,3973
21832,9890,SODIV-40350,2,1121
21833,9890,SODIV-40367,10,2866
21834,9891,SODIV-40262,1,3718
21835,9892,SODIV-40321,1,3959
21836,9892,SODIV-40018,1,3021
21837,9892,SODIV-40130,1,3917
21838,9893,SODIV-40608,2,529
21839,9893,SODIV-40505,1,3377
21840,9894,SODIV-40472,1,2158
21841,9894,SODIV-40478,1,451
21842,9895,SODIV-40014,4,1243
21843,9895,SODIV-40320,2,1013
21844,9895,SODIV-40206,10,2818
21845,9896,SODIV-40244,1,3147
21846,9897,SODIV-40603,3,3772
21847,9897,SODIV-40642,1,2506
21848,9897,SODIV-40553,2,1683
21849,9897,SODIV-40222,2,3664
21850,9898,SODIV-40492,3,3326
21851,9899,SODIV-40259,1,1687
21852,9899,SODIV-40079,5,3235
21853,9900,SODIV-40617,2,674
21854,9901,SODIV-40394,3,1701
21855,9902,SODIV-40246,1,602
21856,9902,SODIV-40086,1,440
21857,9903,SODIV-40178,5,2729
21858,9904,SODIV-40338,1,298
21859,9905,SODIV-40424,1,3708
21860,9905,SODIV-40614,3,3279
21861,9905,SODIV-40563,1,3923
21862,9906,SODIV-40009,4,1020
21863,9906,SODIV-40220,1,3136
21864,9907,SODIV-40577,3,3997
21865,9907,SODIV-40174,1,1669
21866,9908,SODIV-40562,1,3751
21867,9909,SODIV-40370,2,1638
21868,9909,SODIV-40319,1,3939
21869,9910,SODIV-40525,1,3426
21870,9910,SODIV-40104,1,2500
21871,9910,SODIV-40635,1,2606
21872,9911,SODIV-40119,1,1294
21873,9911,SODIV-40214,3,3055
21874,9911,SODIV-40359,1,3645
21875,9912,SODIV-40371,1,279
21876,9912,SODIV-40294,1,1480
21877,9913,SODIV-40401,2,222
21878,9913,SODIV-40449,1,3573
21879,9913,SODIV-40376,3,3540
21880,9914,SODIV-40237,1,184
21881,9915,SODIV-40440,3,1143
21882,9915,SODIV-40080,1,3102
21883,9916,SODIV-40166,1,3407
21884,9916,SODIV-40666,1,1254
21885,9916,SODIV-40006,3,1136
21886,9916,SODIV-40184,1,3475
21887,9916,SODIV-40091,1,421
21888,9917,SODIV-40524,3,410
21889,9917,SODIV-40474,1,3861
21890,9917,SODIV-40532,2,1243
21891,9917,SODIV-40482,1,604
21892,9918,SODIV-40668,2,251
21893,9918,SODIV-40592,1,1785
21894,9918,SODIV-40030,1,1812
21895,9918,SODIV-40551,1,1593
21896,9918,SODIV-40029,3,3992
21897,9919,SODIV-40255,1,858
21898,9920,SODIV-40587,2,2768
21899,9921,SODIV-40475,1,2442
21900,9921,SODIV-40243,4,355
21901,9921,SODIV-40638,1,1406
21902,9922,SODIV-40437,2,3702
21903,9922,SODIV-40439,4,2618
21904,9923,SODIV-40644,1,2202
21905,9923,SODIV-40408,2,238
21906,9923,SODIV-40266,4,1614
21907,9924,SODIV-40042,1,1726
21908,9924,SODIV-40656,3,1655
21909,9925,SODIV-40138,1,921
21910,9925,SODIV-40179,3,271
21911,9926,SODIV-40081,3,349
21912,9927,SODIV-40538,4,914
21913,9928,SODIV-40385,1,2139
21914,9928,SODIV-40185,1,2079
21915,9929,SODIV-40245,1,1361
21916,9929,SODIV-40231,1,2041
21917,9929,SODIV-40288,2,3051
21918,9930,SODIV-40570,3,157
21919,9931,SODIV-40160,3,2326
21920,9931,SODIV-40244,1,3147
21921,9932,SODIV-40243,1,355
21922,9933,SODIV-40045,1,3317
21923,9933,SODIV-40592,1,1785
21924,9933,SODIV-40617,4,674
21925,9934,SODIV-40218,4,1667
21926,9934,SODIV-40143,1,1489
21927,9934,SODIV-40636,1,1373
21928,9935,SODIV-40427,3,2725
21929,9935,SODIV-40268,1,3245
21930,9935,SODIV-40371,1,279
21931,9935,SODIV-40108,3,566
21932,9936,SODIV-40359,1,3645
21933,9936,SODIV-40535,3,1215
21934,9936,SODIV-40614,1,3279
21935,9937,SODIV-40460,1,1861
21936,9937,SODIV-40069,1,3809
21937,9937,SODIV-40645,4,340
21938,9938,SODIV-40456,1,3976
21939,9938,SODIV-40419,1,2940
21940,9939,SODIV-40179,2,271
21941,9940,SODIV-40646,2,525
21942,9941,SODIV-40333,1,3829
21943,9941,SODIV-40638,1,1406
21944,9942,SODIV-40051,1,3110
21945,9943,SODIV-40162,10,1304
21946,9943,SODIV-40356,3,2113
21947,9943,SODIV-40353,10,3484
21948,9943,SODIV-40479,1,659
21949,9944,SODIV-40488,1,1717
21950,9945,SODIV-40347,1,683
21951,9945,SODIV-40067,1,1669
21952,9945,SODIV-40108,2,566
21953,9945,SODIV-40028,2,2227
21954,9945,SODIV-40185,2,2079
21955,9946,SODIV-40034,2,3642
21956,9946,SODIV-40252,1,2671
21957,9947,SODIV-40129,1,2787
21958,9947,SODIV-40177,3,1922
21959,9947,SODIV-40145,1,3595
21960,9947,SODIV-40136,1,3422
21961,9948,SODIV-40650,5,2005
21962,9948,SODIV-40599,1,2772
21963,9949,SODIV-40250,2,2108
21964,9949,SODIV-40613,1,1434
21965,9950,SODIV-40027,3,923
21966,9951,SODIV-40601,1,648
21967,9951,SODIV-40276,2,3256
21968,9951,SODIV-40593,1,1667
21969,9952,SODIV-40164,2,3494
21970,9952,SODIV-40148,2,2326
21971,9952,SODIV-40539,4,2621
21972,9952,SODIV-40459,1,1850
21973,9953,SODIV-40347,1,683
21974,9953,SODIV-40260,1,1293
21975,9953,SODIV-40059,1,2694
21976,9954,SODIV-40300,1,3095
21977,9954,SODIV-40302,1,2580
21978,9955,SODIV-40447,1,1892
21979,9955,SODIV-40368,2,2622
21980,9956,SODIV-40137,3,913
21981,9957,SODIV-40468,2,3062
21982,9958,SODIV-40362,2,315
21983,9958,SODIV-40151,1,2736
21984,9958,SODIV-40402,1,1736
21985,9959,SODIV-40163,1,1348
21986,9959,SODIV-40235,1,303
21987,9960,SODIV-40246,1,602
21988,9960,SODIV-40237,1,184
21989,9961,SODIV-40460,1,1861
21990,9962,SODIV-40164,1,3494
21991,9962,SODIV-40044,1,3656
21992,9962,SODIV-40251,3,3470
21993,9963,SODIV-40261,1,269
21994,9963,SODIV-40342,1,2805
21995,9963,SODIV-40267,5,3444
21996,9964,SODIV-40662,1,1408
21997,9964,SODIV-40555,1,515
21998,9965,SODIV-40448,1,3853
21999,9965,SODIV-40283,1,3335
22000,9965,SODIV-40537,1,2233
22001,9966,SODIV-40373,1,3797
22002,9966,SODIV-40452,1,936
22003,9966,SODIV-40121,1,1267
22004,9967,SODIV-40331,2,537
22005,9967,SODIV-40018,1,3021
22006,9967,SODIV-40558,1,2625
22007,9968,SODIV-40593,1,1667
22008,9969,SODIV-40292,1,1018
22009,9969,SODIV-40666,2,1254
22010,9969,SODIV-40140,2,2238
22011,9969,SODIV-40004,1,602
22012,9970,SODIV-40504,3,1200
22013,9970,SODIV-40584,3,780
22014,9970,SODIV-40027,1,923
22015,9971,SODIV-40483,4,1797
22016,9971,SODIV-40563,1,3923
22017,9972,SODIV-40221,3,263
22018,9972,SODIV-40534,2,2605
22019,9973,SODIV-40051,1,3110
22020,9973,SODIV-40325,1,1420
22021,9974,SODIV-40432,1,3735
22022,9975,SODIV-40484,5,1619
22023,9975,SODIV-40155,1,2503
22024,9976,SODIV-40665,2,2578
22025,9977,SODIV-40622,3,2784
22026,9977,SODIV-40357,1,3066
22027,9977,SODIV-40142,1,1964
22028,9978,SODIV-40059,1,2694
22029,9978,SODIV-40243,1,355
22030,9978,SODIV-40132,3,2187
22031,9978,SODIV-40546,4,713
22032,9978,SODIV-40219,4,2715
22033,9979,SODIV-40212,1,1896
22034,9979,SODIV-40244,1,3147
22035,9980,SODIV-40321,1,3959
22036,9980,SODIV-40276,1,3256
22037,9980,SODIV-40264,1,3477
22038,9980,SODIV-40629,5,2349
22039,9981,SODIV-40296,4,544
22040,9981,SODIV-40586,1,3596
22041,9981,SODIV-40144,1,1921
22042,9981,SODIV-40321,2,3959
22043,9981,SODIV-40197,2,1949
22044,9982,SODIV-40483,1,1797
22045,9982,SODIV-40169,10,1896
22046,9983,SODIV-40047,1,681
22047,9984,SODIV-40275,10,2153
22048,9984,SODIV-40369,1,1963
22049,9984,SODIV-40586,1,3596
22050,9985,SODIV-40543,1,2651
22051,9985,SODIV-40284,1,3654
22052,9986,SODIV-40623,4,2861
22053,9987,SODIV-40590,1,2628
22054,9988,SODIV-40257,1,52
22055,9988,SODIV-40428,1,2287
22056,9989,SODIV-40578,1,3371
22057,9990,SODIV-40387,1,2608
22058,9991,SODIV-40246,1,602
22059,9991,SODIV-40436,1,1887
22060,9992,SODIV-40156,1,2119
22061,9992,SODIV-40135,1,1721
22062,9992,SODIV-40052,1,3709
22063,9993,SODIV-40010,4,3253
22064,9994,SODIV-40170,1,1459
22065,9995,SODIV-40327,5,1137
22066,9995,SODIV-40214,1,3055
22067,9995,SODIV-40526,3,3607
22068,9995,SODIV-40427,1,2725
22069,9996,SODIV-40203,1,2173
22070,9996,SODIV-40499,1,822
22071,9996,SODIV-40272,2,2001
22072,9997,SODIV-40514,3,599
22073,9997,SODIV-40387,1,2608
22074,9998,SODIV-40050,1,1205
22075,9998,SODIV-40284,2,3654
22076,9999,SODIV-40521,4,533
22077,9999,SODIV-40228,1,383
22078,10000,SODIV-40426,1,898
22079,10001,SODIV-40135,1,1721
22080,10002,SODIV-40206,1,2818
22081,10002,SODIV-40618,1,1752
22082,10002,SODIV-40357,1,3066
22083,10003,SODIV-40518,1,3737
22084,10003,SODIV-40367,1,2866
22085,10004,SODIV-40020,3,104
22086,10004,SODIV-40104,1,2500
22087,10005,SODIV-40008,1,2521
22088,10005,SODIV-40345,2,3607
22089,10005,SODIV-40318,3,68
22090,10006,SODIV-40209,1,2926
22091,10006,SODIV-40383,1,2867
22092,10006,SODIV-40649,3,2003
22093,10007,SODIV-40291,1,3935
22094,10007,SODIV-40015,3,3083
22095,10007,SODIV-40369,1,1963
22096,10007,SODIV-40651,3,1416
22097,10008,SODIV-40202,1,225
22098,10008,SODIV-40368,1,2622
22099,10008,SODIV-40072,1,3862
22100,10009,SODIV-40606,1,3652
22101,10009,SODIV-40181,2,1654
22102,10009,SODIV-40273,1,3059
22103,10010,SODIV-40629,2,2349
22104,10010,SODIV-40356,1,2113
22105,10010,SODIV-40052,2,3709
22106,10010,SODIV-40399,1,3771
22107,10011,SODIV-40195,1,106
22108,10011,SODIV-40649,1,2003
22109,10011,SODIV-40089,1,961
22110,10012,SODIV-40286,2,1375
22111,10013,SODIV-40101,1,2980
22112,10013,SODIV-40495,5,3260
22113,10014,SODIV-40087,2,3409
22114,10015,SODIV-40401,3,222
22115,10015,SODIV-40407,3,2781
22116,10015,SODIV-40306,3,3905
22117,10016,SODIV-40539,4,2621
22118,10016,SODIV-40057,10,569
22119,10017,SODIV-40263,1,2653
22120,10018,SODIV-40630,1,378
22121,10018,SODIV-40012,2,2643
22122,10019,SODIV-40664,2,707
22123,10020,SODIV-40303,4,3354
22124,10020,SODIV-40503,3,3144
22125,10021,SODIV-40179,3,271
22126,10022,SODIV-40037,1,3961
22127,10022,SODIV-40313,1,148
22128,10023,SODIV-40408,2,238
22129,10023,SODIV-40259,2,1687
22130,10023,SODIV-40109,1,3406
22131,10024,SODIV-40384,1,1086
22132,10025,SODIV-40043,1,2726
22133,10025,SODIV-40200,1,1063
22134,10025,SODIV-40079,1,3235
22135,10026,SODIV-40599,1,2772
22136,10026,SODIV-40549,1,3199
22137,10027,SODIV-40428,4,2287
22138,10027,SODIV-40022,1,2349
22139,10027,SODIV-40155,3,2503
22140,10028,SODIV-40172,1,2023
22141,10028,SODIV-40535,1,1215
22142,10028,SODIV-40156,10,2119
22143,10029,SODIV-40602,2,3151
22144,10029,SODIV-40114,1,3622
22145,10030,SODIV-40634,1,1850
22146,10030,SODIV-40234,2,1786
22147,10031,SODIV-40217,1,3850
22148,10031,SODIV-40383,2,2867
22149,10032,SODIV-40635,2,2606
22150,10032,SODIV-40597,5,2985
22151,10032,SODIV-40022,1,2349
22152,10033,SODIV-40028,3,2227
22153,10034,SODIV-40081,1,349
22154,10034,SODIV-40498,1,3829
22155,10035,SODIV-40371,2,279
22156,10036,SODIV-40234,5,1786
22157,10036,SODIV-40196,4,2598
22158,10037,SODIV-40257,1,52
22159,10038,SODIV-40428,1,2287
22160,10038,SODIV-40228,1,383
22161,10038,SODIV-40387,4,2608
22162,10039,SODIV-40447,1,1892
22163,10039,SODIV-40050,4,1205
22164,10040,SODIV-40355,10,3377
22165,10040,SODIV-40272,1,2001
22166,10040,SODIV-40479,1,659
22167,10040,SODIV-40639,1,1121
22168,10041,SODIV-40343,4,3962
22169,10041,SODIV-40443,1,1364
22170,10041,SODIV-40210,1,3683
22171,10041,SODIV-40124,1,514
22172,10042,SODIV-40231,1,2041
22173,10043,SODIV-40317,1,2460
22174,10044,SODIV-40624,1,2901
22175,10045,SODIV-40199,3,502
22176,10045,SODIV-40542,1,2620
22177,10045,SODIV-40424,3,3708
22178,10046,SODIV-40414,2,1290
22179,10047,SODIV-40494,1,3178
22180,10047,SODIV-40003,2,402
22181,10047,SODIV-40414,1,1290
22182,10047,SODIV-40008,1,2521
22183,10048,SODIV-40028,1,2227
22184,10048,SODIV-40553,2,1683
22185,10049,SODIV-40582,1,1273
22186,10049,SODIV-40321,1,3959
22187,10049,SODIV-40423,1,724
22188,10050,SODIV-40402,1,1736
22189,10050,SODIV-40643,1,720
22190,10050,SODIV-40247,1,3773
22191,10050,SODIV-40326,1,278
22192,10051,SODIV-40198,2,1724
22193,10051,SODIV-40313,1,148
22194,10051,SODIV-40563,1,3923
22195,10052,SODIV-40454,3,182
22196,10052,SODIV-40020,1,104
22197,10053,SODIV-40391,1,3979
22198,10053,SODIV-40006,1,1136
22199,10054,SODIV-40287,1,1025
22200,10054,SODIV-40524,2,410
22201,10054,SODIV-40435,3,3405
22202,10054,SODIV-40021,3,2741
22203,10055,SODIV-40586,4,3596
22204,10056,SODIV-40661,10,3554
22205,10057,SODIV-40224,2,1438
22206,10057,SODIV-40250,5,2108
22207,10057,SODIV-40624,1,2901
22208,10057,SODIV-40194,5,2853
22209,10058,SODIV-40062,3,3038
22210,10059,SODIV-40305,2,705
22211,10059,SODIV-40336,1,745
22212,10060,SODIV-40245,3,1361
22213,10061,SODIV-40646,3,525
22214,10062,SODIV-40127,1,1965
22215,10063,SODIV-40065,3,2241
22216,10064,SODIV-40023,1,1082
22217,10064,SODIV-40245,1,1361
22218,10065,SODIV-40530,5,1197
22219,10065,SODIV-40482,1,604
22220,10065,SODIV-40148,1,2326
22221,10065,SODIV-40096,1,3138
22222,10066,SODIV-40023,1,1082
22223,10066,SODIV-40433,1,2112
22224,10067,SODIV-40342,1,2805
22225,10067,SODIV-40655,4,3789
22226,10067,SODIV-40546,1,713
22227,10068,SODIV-40168,3,3457
22228,10068,SODIV-40560,1,3032
22229,10069,SODIV-40348,2,2583
22230,10070,SODIV-40413,1,3839
22231,10071,SODIV-40096,2,3138
22232,10072,SODIV-40471,4,3911
22233,10073,SODIV-40598,4,3921
22234,10074,SODIV-40522,1,3757
22235,10074,SODIV-40495,2,3260
22236,10074,SODIV-40275,1,2153
22237,10075,SODIV-40052,2,3709
22238,10076,SODIV-40394,1,1701
22239,10077,SODIV-40533,2,2332
22240,10078,SODIV-40513,3,2199
22241,10078,SODIV-40370,1,1638
22242,10079,SODIV-40029,1,3992
22243,10080,SODIV-40158,4,2942
22244,10081,SODIV-40354,1,945
22245,10081,SODIV-40083,1,2585
22246,10081,SODIV-40224,1,1438
22247,10081,SODIV-40617,10,674
22248,10082,SODIV-40393,1,2534
22249,10082,SODIV-40505,1,3377
22250,10082,SODIV-40213,1,95
22251,10083,SODIV-40443,3,1364
22252,10083,SODIV-40336,1,745
22253,10084,SODIV-40111,2,200
22254,10085,SODIV-40112,1,979
22255,10086,SODIV-40362,1,315
22256,10087,SODIV-40595,4,3989
22257,10087,SODIV-40418,1,1895
22258,10088,SODIV-40460,1,1861
22259,10089,SODIV-40066,1,3166
22260,10089,SODIV-40509,4,704
22261,10089,SODIV-40350,4,1121
22262,10090,SODIV-40268,1,3245
22263,10090,SODIV-40567,1,1062
22264,10091,SODIV-40285,1,3655
22265,10091,SODIV-40288,1,3051
22266,10092,SODIV-40289,5,1523
22267,10093,SODIV-40483,4,1797
22268,10093,SODIV-40311,5,2768
22269,10094,SODIV-40519,1,1235
22270,10094,SODIV-40034,4,3642
22271,10095,SODIV-40273,1,3059
22272,10095,SODIV-40099,1,83
22273,10096,SODIV-40363,1,2733
22274,10096,SODIV-40467,1,2390
22275,10097,SODIV-40561,1,2098
22276,10098,SODIV-40463,4,506
22277,10098,SODIV-40306,1,3905
22278,10099,SODIV-40424,5,3708
22279,10100,SODIV-40013,1,1819
22280,10100,SODIV-40429,1,3947
22281,10101,SODIV-40323,1,2665
22282,10102,SODIV-40656,1,1655
22283,10102,SODIV-40427,1,2725
22284,10102,SODIV-40071,1,2670
